id,title,keywords,ratings,confidences,withdraw,review_lengths,decision
QTjJMy-UNO,Adaptive Interest for Emphatic Reinforcement Learning,"['emphatic temporal difference', 'interest function', 'meta gradients', 'meta learning']","[7, 6, 7, 6]","[3, 4, 2, 5]",0,"[263, 719, 594, 241]",Accept
HBGvWy9Vxq,Human-Robotic Prosthesis as Collaborating Agents for Symmetrical Walking,"['collaborative multi-agent reinforcement learning', 'continuous control', 'human-robotic prosthesis collaboration', 'real world AI application']","[6, 5, 7]","[4, 4, 4]",0,"[536, 399, 922]",Accept
GisHNaleWiA,Uni[MASK]: Unified Inference in Sequential Decision Problems,"['Multi-task Learning', 'Unsupervised Learning', 'Reinforcement Learning', 'Deep Learning']","[8, 7, 9]","[4, 3, 5]",0,"[493, 366, 565]",Accept
hjqTeP05OMB,Leveraging the Hints: Adaptive Bidding in Repeated First-Price Auctions,"['Online learning', 'bandit', 'first-price auction']","[7, 7, 6, 7]","[4, 2, 3, 4]",0,"[581, 179, 233, 560]",Accept
8ViFz-5Mnnv,ReCo: Retrieve and Co-segment for Zero-shot Transfer,"['semantic segmentation', 'vision-language models', 'image retrieval', 'co-segmentation', 'zero-shot transfer']","[4, 4, 6, 6, 5]","[5, 3, 5, 3, 3]",0,"[171, 246, 393, 155, 235]",Accept
M_et7iOQC_s,Boosting the Performance of Generic Deep Neural Network Frameworks with Log-supermodular CRFs,"['conditional random fields', 'log-supermodular', 'structured prediction']","[6, 6, 5]","[2, 1, 2]",0,"[106, 368, 266]",Accept
_sYOodxTMcF,End-to-end Stochastic Optimization with Energy-based Model,"['end-to-end stochastic optimization', 'energy-based model', 'decision-focused learning']","[8, 6, 6, 5]","[4, 4, 4, 3]",0,"[652, 705, 1154, 851]",Accept
kXXPLBEBVGH,Context-enriched molecule representations improve few-shot drug discovery,[],"[5, 7, 4]","[4, 4, 4]",0,"[1113, 1288, 380]",Reject
scfOjwTtZ8S,EAGER: Asking and Answering Questions for Automatic Reward Shaping in Language-guided RL,"['language-conditioned RL', 'automatic reward shaping', 'intrinsic rewards', 'exploration', 'auxiliary objectives', 'question generation', 'question answering']","[6, 6, 8, 4]","[3, 4, 4, 4]",0,"[493, 254, 462, 339]",Accept
q9XPBhFgL6z,A Causal Analysis of Harm,"['harm', 'causality', 'utility']","[3, 5, 5, 6, 7]","[4, 3, 3, 4, 2]",0,"[1550, 610, 239, 451, 391]",Accept
dJgYhYKvr1,The Slingshot Mechanism: An Empirical Study of Adaptive Optimizers and the \emph{Grokking Phenomenon},"['optimization', 'adam', 'adamw', 'adaptive optimizers', 'grokking', 'training instability', 'instability', 'empirical', 'empirical science of deep learning', 'double descent']","[5, 5, 6]","[2, 4, 3]",0,"[623, 513, 556]",Reject
FR289LMkmxZ,On-Demand Sampling: Learning Optimally from Multiple Distributions,"['Sample Complexity', 'Distributionally Robust Optimization', 'Collaborative Learning', 'Learning Theory', 'Minmax Equilibria', 'Online Mirror Descent']","[8, 7, 7, 7]","[3, 3, 3, 3]",0,"[227, 473, 181, 399]",Accept
m6HNNpQO8dc,Logical Activation Functions: Logit-space equivalents of Probabilistic Boolean Operators,"['activation', 'activation functions', 'logit', 'probabilistic', 'Bayesian', 'Boolean', 'logic', 'dendritic computation']","[6, 7, 7]","[4, 2, 4]",0,"[708, 283, 247]",Accept
OptX3Db1P4,Dynamic pricing and assortment under a contextual MNL demand,"['dynamic pricing', 'assortment optimization', 'multinomial logit', 'online learning', 'contextual information']","[5, 6, 6]","[3, 2, 4]",0,"[388, 360, 1012]",Accept
uOdTKkg2FtP,Off-Team Learning,"['Multi-Agent Reinforcement Learning', 'Reinforcement Learning', 'Cooperative Multi-Agent Reinforcement Learning', 'Deep Reinforcement Learning']","[5, 7, 6]","[4, 3, 3]",0,"[550, 263, 429]",Accept
zBlj0Cs6dw1,A Deep Reinforcement Learning Framework for Column Generation,"['Reinforcement learning', 'Column Generation', 'Column selection', 'Machine learning for optimization']","[7, 5, 5, 6]","[4, 4, 4, 3]",0,"[625, 1318, 706, 485]",Accept
VPhhd5pv0Qs,Sublinear Algorithms for Hierarchical Clustering,"['hierarchical clustering', 'clustering', 'sublinear algorithms', 'graph algorithms']","[6, 8, 3, 7]","[3, 3, 3, 3]",0,"[359, 278, 287, 502]",Accept
d19Dsqtw421,A Few Expert Queries Suffices for Sample-Efficient RL with Resets and Linear Value Approximation,"['Reinforcement learning', 'imitation learning', 'function approximation', 'sample efficiency', 'linear realizability']","[7, 5, 6, 7]","[3, 3, 3, 4]",0,"[437, 162, 605, 276]",Accept
6mej19W1ppP,Certifying Some Distributional Fairness with Subpopulation Decomposition,"['Certifying Fairness', 'fairness constrained distribution', 'distribution shifts']","[7, 6, 6]","[3, 2, 4]",0,"[233, 100, 330]",Accept
QFMw21ZKaa_,Accelerating Certified Robustness Training via Knowledge Transfer,"['Adversarial machine learning', 'certified robustness', 'randomized smoothing']","[6, 7, 5, 5]","[5, 4, 3, 4]",0,"[276, 315, 727, 411]",Accept
lKULHf7oFDo,Fairness in Federated Learning via Core-Stability,"['Fairness', 'Federated Learning', 'Core-Stability', 'Social Choice']","[7, 7, 6]","[2, 3, 3]",0,"[480, 293, 326]",Accept
VHzCiK727EL,Learning NP-Hard Multi-Agent Assignment Planning using GNN: Inference on a Random Graph and Provable Auction-Fitted Q-learning,"['Multi-agent assignment planning', 'Reinforcement learning', 'Graph neural network', 'Mean-field inference']","[6, 4, 4]","[3, 2, 1]",0,"[236, 626, 227]",Accept
2S_GtHBtTUP,Memory safe computations with XLA compiler,"['xla', 'compiler', 'gaussian processes', 'sparse gaussian processes', 'k-nearest neighbour']","[7, 6, 5]","[4, 3, 3]",0,"[197, 274, 405]",Accept
TATzsweWfof,A Communication-efficient Algorithm with Linear Convergence for Federated Minimax Learning,"['federated learning', 'minimax optimization']","[4, 5, 5, 7]","[4, 3, 3, 4]",0,"[553, 542, 303, 1562]",Accept
h2imPVlCCyN,On Efficient Online Imitation Learning via Classification,"['Imitation Learning', 'Online Learning', 'Reinforcement Learning Theory']","[6, 6, 7, 7]","[3, 3, 3, 2]",0,"[146, 616, 756, 234]",Accept
VoLXWO1L-43,AMP: Automatically Finding Model Parallel Strategies with Heterogeneity Awareness,"['Machine Learning Systems', 'Model Parallelism', 'Automation', 'Heterogeneity']","[6, 6, 6, 5]","[4, 5, 3, 2]",0,"[212, 319, 344, 287]",Accept
8bk68fodvD5,Nonstationary Dual Averaging and Online Fair Allocation,"['online fair allocation', 'Fisher markets', 'fair division', 'online convex optimization', 'market equilibrium']","[5, 6, 6, 6]","[2, 2, 4, 1]",0,"[337, 301, 122, 90]",Accept
opw858PBJl6,"New Definitions and Evaluations for Saliency Methods: Staying Intrinsic, Complete and Sound","['saliency', 'saliency methods', 'saliency evaluation', 'soundness', 'sanity checks', 'interpretability']","[7, 8, 6, 8]","[4, 2, 3, 3]",0,"[716, 234, 292, 337]",Accept
2FNnBhwJsHK,A Unified Framework for Deep Symbolic Regression,"['symbolic regression', 'reinforcement learning', 'combinatorial optimization']","[5, 5, 7]","[4, 4, 4]",0,"[222, 516, 778]",Accept
epjxT_ARZW5,Pitfalls of Epistemic Uncertainty Quantification through Loss Minimisation,"['Uncertainty Quantification', 'Empirical Loss Minimisation', 'Proper Scoring Rules']","[7, 7, 6, 7]","[2, 3, 3, 4]",0,"[49, 502, 434, 245]",Accept
9-vs8BucEoo,Best of Both Worlds Model Selection,"['bandits', 'linear bandits', 'model selection', 'policy classes', 'best of both worlds', 'reinforcement learning', 'adversarial', 'stochastic']","[6, 7, 7]","[3, 4, 3]",0,"[174, 316, 503]",Accept
vWUmBjin_-o,Structuring Representations Using Group Invariants,"['Equivariance', 'Invariance', 'Geometry', 'Group Theory', 'Representation learning', 'Self-supervised learning']","[7, 7, 5, 6]","[2, 4, 3, 3]",0,"[957, 634, 642, 364]",Accept
u_7qyNFwkP8,The Query Complexity of Cake Cutting,"['fair division', 'cake cutting', 'query complexity', 'lower bounds', 'upper bounds']","[6, 6, 4, 8]","[2, 4, 4, 4]",0,"[203, 218, 191, 434]",Accept
cUOR-_VsavA,Structural Pruning via Latency-Saliency Knapsack,"['model compression', 'deep neural network pruning', 'latency reduction']","[6, 4, 6, 7]","[3, 5, 4, 3]",0,"[489, 282, 540, 197]",Accept
Roiw2Trm-qP,Subgame Solving in Adversarial Team Games,[],"[6, 3, 6, 5]","[2, 4, 5, 3]",0,"[575, 305, 388, 710]",Accept
0gouO5saq6K,Multi-Game Decision Transformers,"['Reinforcement Learning', 'Generalist Agent', 'Multi-Environment RL', 'Upside-Down RL', 'Decision Transformers']","[6, 8, 7, 7]","[4, 4, 3, 4]",0,"[481, 148, 473, 519]",Accept
fWHOcnHb1n,Parameter-free Regret in High Probability with Heavy Tails,"['Online learning', 'Parameter-free', 'Online Convex Optimization', 'Heavy tails', 'Regularization']","[7, 5, 4]","[3, 3, 4]",0,"[435, 300, 277]",Accept
0VhrZPJXcTU,Learning to Compare Nodes in Branch and Bound with Graph Neural Networks,[],"[5, 3, 3]","[3, 4, 3]",0,"[462, 159, 207]",Accept
W72rB0wwLVu,Communication Acceleration of Local Gradient Methods via an Accelerated Primal-Dual Algorithm with an Inexact Prox,"['ProxSkip', 'Communication Acceleration', 'Federated Learning', 'Local Gradient Descent', 'Federated Averaging', 'Primal-Dual Methods']","[7, 5, 6, 7]","[3, 4, 4, 4]",0,"[211, 371, 1125, 621]",Accept
ft4xGJ8tIZH,On the detrimental effect of invariances in the likelihood for variational inference,"['Bayesian Neural Networks', 'Variational Bayes', 'Variational Inference', 'Invariance', 'Symmetry', 'posterior collapse']","[4, 6, 7, 5]","[2, 3, 3, 4]",0,"[735, 476, 467, 756]",Accept
9cPDqh9fQMy,BayesPCN: A Continually Learnable Predictive Coding Associative Memory,"['machine learning', 'associative memory', 'predictive coding', 'continual learning', 'bayesian inference']","[4, 5, 5, 5]","[5, 3, 3, 5]",0,"[320, 814, 321, 610]",Accept
8oj_2Ypp0j,Robustness to Unbounded Smoothness of Generalized SignSGD,"['stochastic', 'optimization', 'noncovex', 'adam', 'transformer', 'clipping', 'signsgd', 'momentum', 'unbounded smoothness']","[6, 5, 7]","[4, 4, 5]",0,"[204, 277, 1053]",Accept
ikWvMRVQBWW,Generalization for multiclass classification with overparameterized linear models,"['overparameterized', 'multiclass', 'classification', 'theory', 'generalization', 'interpolation', 'bi-level', 'Gaussian model']","[7, 6, 5, 7]","[4, 4, 2, 1]",0,"[398, 454, 199, 152]",Accept
1l5hEEK_j13,Finite-Sample Maximum Likelihood Estimation of Location,[],"[6, 7, 6, 6]","[3, 4, 4, 3]",0,"[512, 621, 472, 790]",Accept
9xRZlV6GfOX,Graphein - a Python Library for Geometric Deep Learning and Network Analysis on Biomolecular Structures and Interaction Networks,"['Protein', 'Drug Discovery', 'Geometric Deep Learning', 'Biomolecules']","[6, 8, 7, 6]","[3, 5, 3, 2]",0,"[174, 222, 281, 514]",Accept
weoLjoYFvXY,Root Cause Analysis of Failures in Microservices through Causal Discovery,"['root cause analysis', 'causal discovery', 'causal graphs']","[4, 4, 4]","[4, 2, 3]",0,"[692, 399, 375]",Accept
JCbLxJ1E6SO,Robust Model Selection and Nearly-Proper Learning for GMMs,"['Mixtures of Gaussians', 'model selection', 'proper learning', 'density estimation']","[8, 7, 5, 8]","[3, 4, 4, 4]",0,"[352, 604, 443, 421]",Accept
5wdvW_hI7bP,Explain My Surprise: Learning Efficient Long-Term Memory by predicting uncertain outcomes,"['Memory', 'RNN', 'Information Theory', 'Reinforcement Learning', 'POMDP']","[5, 5, 5]","[3, 3, 3]",0,"[532, 242, 590]",Accept
O3My0RK9s_R,Structural Knowledge Distillation for Object Detection,"['computer vision', 'CNNs', 'knowledge distillation', 'object detection', 'deep learning']","[5, 7, 6, 8]","[5, 5, 5, 3]",0,"[212, 336, 133, 227]",Accept
hdZeYGNCTtN,Exploring the Latent Space of Autoencoders with Interventional Assays,"['Autoencoders', 'Interventions', 'Structured Representation', 'Manifold Learning']","[7, 7, 6]","[2, 3, 4]",0,"[483, 709, 1102]",Accept
NqDXfe2oC_1,Performative Power,"['markets', 'competition', 'power', 'performativity', 'prediction']","[7, 8, 6]","[4, 3, 3]",0,"[584, 1074, 751]",Accept
anqloMQdWtP,Debiased Machine Learning without Sample-Splitting for Stable Estimators,"['Double Machine Learning', 'Stability', 'Causal Inference', 'Treatment Effects', 'Debiased Machine Learning']","[3, 7, 6]","[3, 4, 4]",0,"[584, 516, 208]",Accept
J4pX8Q8cxHH,HyperTree Proof Search for Neural Theorem Proving,"['theorem proving', 'automated theorem proving', 'MCTS', 'reasoning', 'AI for math']","[5, 7, 4, 4]","[4, 4, 3, 3]",0,"[344, 458, 509, 877]",Accept
5Z3GURcqwT,Spherical Channels for Modeling Atomic Interactions,"['graph neural networks', 'equivariance', 'invariance', 'materials science', 'chemistry']","[7, 3, 5]","[4, 5, 3]",0,"[540, 330, 261]",Accept
WWVcsfI0jGH,Chroma-VAE: Mitigating Shortcut Learning with Generative Classifiers,"['deep generative model', 'variational autoencoder', 'generative classifier', 'shortcut learning', 'spurious correlation', 'simplicity bias']","[7, 7, 7, 4]","[3, 4, 3, 3]",0,"[257, 861, 321, 707]",Accept
tX_dIvk4j-s,VisCo Grids: Surface Reconstruction with Viscosity and Coarea Grids,"['surface reconstruction', 'implicit neural representations', 'signed distance functions']","[5, 4, 6, 4]","[4, 4, 5, 4]",0,"[218, 242, 405, 243]",Accept
AluQNIIb_Zy,Learning Probabilistic Models from Generator Latent Spaces with Hat EBM,"['EBM', 'latent sampling', 'generator network', 'MCMC', 'Langevin']","[6, 5, 7, 6]","[4, 4, 3, 5]",0,"[334, 607, 358, 278]",Accept
mux7gn3g_3,On the Effectiveness of Fine-tuning Versus Meta-reinforcement Learning ,"['Reinforcement Learning', 'Fine-tuning', 'Multi-task Learning', 'Meta Reinforcement Learning', 'Meta-RL']","[4, 6, 4]","[4, 4, 4]",0,"[272, 434, 584]",Accept
WBhqzpF6KYH,SatMAE: Pre-training Transformers for Temporal and Multi-Spectral Satellite Imagery,"['Self-supervised learning', 'Masked Autoencoder', 'Satellite imagery']","[7, 4, 6, 6]","[4, 3, 4, 4]",0,"[194, 307, 297, 534]",Accept
KQYodS0W0j,Maximizing and Satisficing in Multi-armed Bandits with Graph Information,"['Multi-armed Bandits', 'Pure Exploration', 'Graph Smoothness', 'Best Arm Identification', 'Sample Complexity']","[7, 7]","[2, 4]",0,"[426, 344]",Accept
L-ceBdl2DPb,$k$-Sliced Mutual Information: A Quantitative Study of Scalability with Dimension,[],"[3, 4, 6]","[4, 4, 3]",0,"[297, 566, 275]",Accept
6Kj1wCgiUp_,Distinguishing discrete and continuous behavioral variability using warped autoregressive HMMs,"['naturalistic behavior', 'clustering', 'markov models', 'time series']","[7, 6, 7]","[4, 3, 4]",0,"[670, 267, 713]",Accept
7-LTDcvNc_,Analyzing Data-Centric Properties for Graph Contrastive Learning,"['unsupervised representation learning', 'generalization', 'graph neural networks', 'augmentation', 'invariance', 'contrastive learning', 'self supervised learning']","[6, 7, 5]","[3, 3, 4]",0,"[315, 327, 231]",Accept
sADLRl2STMe,Combining Implicit and Explicit Regularization for Efficient Learning in Deep Networks,"['optimization', 'regularization', 'deep learning', 'matrix factorization', 'neural networks', 'efficient learning']","[5, 6, 8, 7]","[3, 3, 4, 3]",0,"[819, 376, 959, 571]",Accept
R9KnuFlvnU,WebShop: Towards Scalable Real-World Web Interaction with Grounded Language Agents,"['language grounding', 'reinforcement learning', 'imitation learning', 'natural language processing', 'sim-to-real transfer', 'web tasks']","[6, 6, 7]","[3, 4, 3]",0,"[223, 214, 730]",Accept
Od4oKKwBx7Z,On Infinite Separations Between Simple and Optimal Mechanisms,"['mechanism design', 'revenue maximization', 'correlated distributions']","[3, 7, 6, 7]","[2, 4, 3, 3]",0,"[365, 603, 390, 564]",Accept
kjR8GiwqCK,IMED-RL: Regret optimal learning of ergodic Markov decision processes,"['Reinforcement Learning', 'sequential learning', 'average-reward', 'lower bound', 'regret minimization', 'upper bound', 'optimal', 'Bandit', 'ergodic']","[6, 6, 7]","[3, 4, 3]",0,"[182, 283, 340]",Accept
o-mxIWAY1T8,Semantic Probabilistic Layers for Neuro-Symbolic Learning,"['neuro-symbolic learning', 'structured-output prediction', 'structured-output spaces', 'tractable probabilistic inference', 'probabilistic reasoning']","[7, 8, 7, 5]","[3, 3, 2, 3]",0,"[127, 209, 262, 584]",Accept
NtJyGXo0nF,Adversarial training for high-stakes reliability,"['adversarial training', 'language model', 'redteaming', 'human adversaries', 'tool assisted']","[6, 5, 9]","[4, 4, 4]",0,"[592, 319, 842]",Accept
11WmFbrIt26,Provable Defense against Backdoor Policies in Reinforcement Learning,"['Adversarial Learning', 'Reinforcement Learning']","[6, 6, 5, 6]","[4, 3, 4, 3]",0,"[420, 309, 650, 171]",Accept
yb3HOXO3lX2,Defining and Characterizing Reward Gaming,"['reward hacking', 'reward gaming', 'reward learning', 'reward modeling', 'preference learning', 'specification', 'alignment', 'AI safety', 'theory', 'preference ordering', 'decision theory']","[6, 6, 8, 5]","[3, 2, 4, 3]",0,"[371, 281, 395, 657]",Accept
5yjM1sQ1uKZ,A Unified Framework for Alternating Offline Model Training and Policy Learning,"['Offline Reinforcement Learning', 'Model-based Reinforcement Learning', 'Mismatched Model Objectives']","[5, 6, 6, 7]","[4, 4, 4, 4]",0,"[464, 643, 487, 398]",Accept
5WuQNQwy56M,S4ND: Modeling Images and Videos as Multidimensional Signals with State Spaces,"['Deep learning', 'computer vision', 'state space model', 'S4']","[6, 7, 8, 7]","[3, 3, 3, 3]",0,"[935, 273, 223, 280]",Accept
TYMGhqlSFkC,JAWS: Auditing Predictive Uncertainty Under Covariate Shift,"['conformal prediction', 'uncertainty quantification', 'covariate shift', 'jackknife+', 'influence functions', 'error assessment', 'auditing']","[5, 7, 6, 4]","[3, 3, 3, 3]",0,"[229, 252, 649, 297]",Accept
pgF-N1YORd,Disentangling Transfer in Continual Reinforcement Learning,"['continual learning', 'reinforcement learning', 'transfer learning']","[6, 5, 7]","[3, 3, 3]",0,"[373, 307, 257]",Accept
LJdUUOmWjX,List-Decodable Sparse Mean Estimation via Difference-of-Pairs Filtering,"['list-decoding', 'sparse estimation', 'robust statistics', 'high-dimensional inference']","[8, 7, 8]","[4, 4, 4]",0,"[333, 286, 1399]",Accept
snUOkDdJypm,Finite-Time Last-Iterate Convergence for Learning in Multi-Player Games,"['learning in games', 'smooth monotone games', 'last-iterate convergence rate', 'Nash equilibrium']","[7, 7, 7, 8]","[3, 4, 4, 2]",0,"[154, 340, 236, 589]",Accept
g2dXxjD9Ucv,Normalizing Flows for Knockoff-free Controlled Feature Selection,"['controlled feature selection', 'variable selection', 'knockoffs', 'normalizing flows', 'false discovery rate control', 'Bayesian methods']","[7, 6, 4, 7]","[3, 2, 4, 3]",0,"[769, 255, 516, 549]",Accept
TG8KACxEON,Training language models to follow instructions with human feedback,[],"[7, 6, 8, 5]","[4, 4, 5, 3]",0,"[456, 364, 193, 229]",Accept
0OGMrvHnQbb,Efficiently Factorizing Boolean Matrices using Proximal Gradient Descent,"['Boolean Matrix Factorization', 'Non-negative Matrix Factorization', 'Proximal Point', 'Elastic Net', 'Model Selection']","[7, 4, 6]","[4, 3, 4]",0,"[612, 307, 239]",Accept
